state,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
statewide,-0.1857043034773804,-0.05127826723569106,0.11489919254171035,-1.6725132610660083,0.6557522653209338,-1.1944849618977822,-0.3709433845424532,0.13776722248706802,-0.11601426031534832,-0.022200473120326164,-0.533479744633315,-0.9513215039169507
