state,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
statewide,-0.18548835644222375,-0.05079066949004634,0.11556593521966146,-1.668572185203105,0.6562507782315733,-1.1934243434393745,-0.3716239202592801,0.13625422913272095,-0.11484257709384317,-0.023033444946564396,-0.532988458158713,-0.9506565606255737
