state,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
statewide,0.8093833493130216,0.5149066922578854,0.0948543661904186,-0.2713964765231993,0.12662769912944793,-0.6840974047978199,-0.7197122277523604,-0.6144560739417829,-0.7269130933237514,-0.3063357944721544,-0.8609299622713333,-0.6882179742142974
