state,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08
statewide,-0.04500783137211565,0.09856454352493543,0.02483388369129021,-0.1615924068834805,-0.1502089218246373,-0.26903471046227845,-0.09572191373369716,-0.17169763268625973,-0.4394132823228478,-0.40159250638594596,-0.40669003436670625,-0.8750266822253687
